gene,neonatal_OPCs_Mean,adult_OPCs_Mean,adult_oligodendrocytes_Mean
4933401F05Rik,214.5987597,232.6075857,219.4662961
Gm11541,228.8599079,218.6009236,226.0475934
Ormdl2,1064.905413,2614.169179,2578.752936
Gm3650,225.6353506,241.7373991,243.3443517
0,212.8014661,214.4735675,233.850967
Ran,986.1832679,1203.180225,1384.78526
Pla2g7,633.7601891,423.235993,576.1086598
Abpb,210.9873333,234.5095125,208.3332225
Nwd1,213.0193818,217.8368684,266.98713
Hdgfrp3,2191.761036,2547.095161,2428.793392
Grik3,2180.15385,323.7383693,255.8643652
0,1828.9065,1995.703659,2145.882409
Rnft2,5318.74535,1443.038913,1351.91721
0,230.6901255,224.6818175,230.5617886
Gm2263,221.9045994,220.4157705,219.187617
Clybl,251.9930982,229.634108,252.6141734
Tgfb2,1030.9622,280.0461582,321.9196536
Dcun1d4,711.1562485,738.4269032,802.5373282
Pde11a,289.765843,269.3743582,239.6241668
Eif1ay,4218.507036,3452.471813,3587.893547
Zfp503,348.4326395,267.0434139,246.5186264
0,246.8425558,209.9879773,231.1641327
Sparcl1,47526.43258,4361.003795,4805.404584
Gm3761,319.0096464,213.819768,222.8818336
Pigv,218.3386447,213.9695022,229.1322156
4930564K09Rik,242.9787415,227.4447255,256.4539782
Dpt,223.8888022,211.1790234,212.5276655
BC059842,3914.844675,4757.940298,3716.472073
Wfdc3,231.4289364,251.6288786,302.1019865
Col5a2,991.0484679,243.1014807,286.9217527
0,230.71302,213.4275875,236.0899257
Bend6,484.4152403,282.3385689,282.7358561
Rab39b,249.7202036,339.9742943,431.7306584
Lhx6,213.3406495,221.4559106,214.1562452
Gm9805,243.7869224,240.1002627,257.0556791
Gm8008,250.19721,259.8446082,269.4162957
Gm5591,236.1476742,239.5223048,219.1888727
Lrrtm4,253.1363636,234.5564868,230.6497064
Fos,13648.07184,4081.192873,1711.399362
Gm7079,58341.66427,49465.68243,56881.24341
1700112E06Rik,246.9031012,289.8923684,244.7243233
Epgn,246.2654191,256.9217461,248.6664114
Gm4988,243.5360094,268.8995245,204.4932125
Utp6,62446.46197,52513.55761,59826.33757
Olfm1,272.8556712,340.0210716,311.3394361
0,1457.740349,475.8124255,369.5423311
Tppp,617.2406867,20737.9777,22714.24067
Gne,1032.542618,1718.482605,1532.136832
Zfp33b,626.8873061,823.414848,333.0181457
Exoc3l2,220.3066261,331.5977355,196.9099711
Gm8894,31439.37106,40600.99853,35184.20334
Ccl28,252.1070158,401.9956155,204.4343618
0,206.3930303,420.0290089,188.7345231
Wfdc11,247.7658021,481.4299366,215.1842355
V1rh12,221.702225,501.7539623,203.7943261
Vmn2r-ps122,221.8071476,539.6624148,214.9739395
Nudcd3,12297.18251,13052.40448,12716.86645
D430047D06Rik,253.0148945,539.0286836,225.76893
Prss42,215.8941827,554.9817111,230.8711132
2310035K24Rik,1585.196402,1741.956721,1379.963205
0,224.328527,984.838557,210.3402448
Tfpi,1760.672942,332.203693,227.8548207
Nptn,396.19175,352.9289125,395.1231805
Capn12,223.7626658,226.3104664,201.8300311
Rnf160,250.0869394,367.7998932,332.9259823
LOC100046378,214.1137421,207.4707673,210.1356389
Tmed11,211.0396185,205.5153859,259.0340193
Rnf19a,882.8360067,1172.175581,1211.457166
Elmod3,2157.512365,2450.250253,2240.831517
Olfr726,214.4052224,202.6045459,190.4830757
Ankle2,299.4549033,376.0027925,473.7383182
2610110G12Rik,341.7567352,436.9329027,345.7098202
Lyrm4,339.7182045,555.0652652,532.4898905
5830420C07Rik,341.8862509,298.6512784,322.2094027
LOC100045292,803.8206415,358.4051359,299.0767873
Gm4368,222.4508497,202.8650682,209.3985286
0,218.0814152,221.752255,200.743155
0,216.2774865,215.1951818,212.6291191
Pfn3,218.7297482,217.2220875,203.6337114
C330019L16Rik,6360.854905,4338.78427,5263.785355
Opn3,206.3043536,207.6426839,191.949437
Olfr1467,211.5957785,195.6745836,201.7400052
Mrps33,429.7482297,709.0676998,809.626935
Cd6,193.3225736,246.586988,218.6834459
0,198.9873133,443.9033618,240.5793016
0,211.9239773,231.0706434,243.29707
Gstz1,1428.541547,2491.890505,2630.156995
Hist1h3c,872.9794839,813.2693998,1108.923508
Manea,271.5725845,386.8794314,366.0455398
Htr4,178.3499042,212.9537143,250.63129
Igbp1,512.1152636,775.2076407,780.037815
Mtss1,467.4524342,607.8036907,660.2750825
LOC100048332,295.160493,241.3541616,242.9460064
0,432.5502736,431.9862577,437.0002689
BC051070,195.7981218,185.6638559,188.1689073
Vps33a,423.6087027,766.5166105,858.7827506
Rsl24d1,257.6065197,327.0512761,388.6844732
A630039F22Rik,203.9671855,191.8541552,212.7846582
Mettl6,616.8238206,529.5035186,540.8116207
9430060I03Rik,284.1733976,419.5430475,725.9327055
0,227.3589209,226.9252111,303.1307795
LOC100045635,216.5423652,191.1210807,209.4324736
Zfp317,252.3957812,372.3166816,318.6860905
Wfdc10,189.6820609,210.4122557,214.3891316
Klre1,177.8986188,188.0268586,189.5786909
Arr3,186.7494979,235.1891302,234.1582634
0,295.7843224,288.4549407,239.552202
Olfr17,173.8397909,201.7081823,207.3019239
Dab2,1447.877204,254.5954359,213.9738511
0,257.0052682,635.3924259,760.2257745
LOC100048025,186.586593,209.399963,618.1165225
4930550C14Rik,188.0525136,197.6964386,183.0717802
Dgkz,1454.759015,2326.63097,1756.393978
Chrm4,236.8795091,245.4873748,251.2442048
0,186.1166094,209.1723359,226.1084182
Gm5848,6155.083335,4692.271485,4487.711355
Dopey2,1226.032302,8975.244898,8044.064548
0,196.5557186,198.8006157,227.7890577
Slco6d1,189.2530936,210.7488482,194.4343875
0,1118.852438,1347.363497,925.1072627
0,233.5770912,204.1702468,212.9933505
Insl6,238.8087153,263.7848636,243.548965
Otof,1053.394867,979.5346445,943.4561816
Wdr74,318.9216621,520.4608807,505.0324633
Gm5955,189.3986312,243.02857,244.9496386
Ap4e1,211.4510918,212.1512927,233.0356377
Npffr1,203.2124752,213.3757791,205.9961848
LOC545383,176.2759161,194.1483634,212.30632
Ddah1,1067.432489,531.1490841,562.5391317
Sytl3,218.0110152,222.1347507,263.0452752
Clrn1,205.2521806,223.8619166,246.4569384
Dnalc4,968.9215397,1461.805077,1312.882123
Rabac1,17886.27212,38022.79539,32066.8172
0,1896.719383,2344.119138,2601.566233
Krtap12-1,215.244067,203.9513748,221.9524561
Kif6,224.5693606,655.5998468,534.5380439
Olfr415,187.5106642,226.3918882,239.6538948
Alg6,235.8156982,270.119613,283.9953536
Ube2m,887.5167188,1076.305177,689.0451818
D930021N14,192.9999664,196.7413659,201.1579718
X76971,219.2797915,203.4160359,197.1761114
Vmn2r112,216.7109585,204.8973059,206.9526827
Myst1,2695.197631,3147.553042,3209.741631
LOC634100,197.6903539,210.912047,199.9524236
Hbs1l,215.4412036,248.8397325,228.5428439
Fabp7,38985.17706,610.8603798,1830.293246
0,239.8005376,264.4270475,220.7588464
Slc26a1,358.9927873,417.3737982,282.5108775
Gm628,220.6745667,221.256535,222.4186266
Cops7a,272.197393,390.1177452,298.5531941
0,195.3375979,236.0696423,259.8209198
4930563F15Rik,240.3299336,261.1429252,275.8147434
Gm3805,305.9818879,227.911752,207.0684064
C230004F18Rik,438.4405661,241.035082,216.4179475
Gm3772,210.7407248,304.7586182,195.9694616
Lgi3,1243.542049,17725.43845,15742.41504
Gm6177,54104.26921,36723.24716,33259.15501
Ankrd36,260.5827091,210.4588711,218.7268318
Exoc3,1071.604533,2081.692353,2033.39318
37865,5068.712735,416.6958491,341.1294257
Tyr,223.4928622,218.6501847,225.3918103
0,218.7361724,206.1548209,203.6084136
Gm3790,45040.68291,44317.69694,53714.06184
Prmt2,5212.443637,5087.283717,3503.265418
4632411B12Rik,6915.215488,4770.497175,4104.137781
Gusb,1129.542813,892.3210745,847.0768601
Il7,228.4224591,211.4156907,202.689655
Mdh2,35374.06448,31443.85465,24411.11616
Sycp1,227.1122839,212.2172191,205.3731695
Prex1,1562.270588,3415.836558,2775.057334
Sh3bp5l,6090.071574,9717.817434,13390.53385
V1re7,230.1893021,211.8591206,222.1970886
Actg1,5548.485606,4495.227377,2680.450143
Rb1,726.58086,1388.124603,1401.083855
E330014E10Rik,249.9047024,209.8612025,210.1352543
Fam126a,1352.56778,2497.784478,2524.671967
Lrrc61,939.2109106,1863.38949,1717.488212
LOC100045196,277.3680709,226.4759518,215.1154416
Gm13777,61438.99697,51814.02143,49575.83318
Cops7a,2999.515618,2846.754807,2716.261988
Gpa33,268.2032339,235.203177,215.5725725
Adcy4,493.3662955,247.8646261,256.7758041
Ebf3,481.2482282,210.4526807,223.8608266
0,297.4411682,320.0344386,344.4299473
4930486G11Rik,265.0412639,203.482873,203.2400325
Maoa,561.2749736,762.0050645,635.281822
0,313.0866667,221.6169573,240.5267459
0,310.8033267,222.7863805,210.1683411
Ralgapa2,344.7266239,264.8803066,260.6967295
AF067061,355.9768258,206.7773014,250.9158334
0,284.2746994,212.13373,223.3996386
Id1,5264.335277,972.5651075,420.06101
Zxdc,316.1609976,269.5856539,287.5662689
Mfn2,1153.07539,1548.453815,1509.797254
LOC100039005,283.2652673,226.3355236,236.3594266
0,329.2834736,227.3600605,209.8205798
Slc26a11,885.1787746,1962.565268,1601.217273
Defa-rs7,350.3590285,207.8692118,270.4352014
Ankrd11,6108.625203,3352.846237,3567.69589
Hip1,1886.629729,1489.140216,1581.217557
Pmpcb,2657.272402,2183.555446,1994.14895
Gm11744,315.4353909,255.7321588,313.6029045
Zfp706,1798.191487,5302.084727,5525.414575
Znhit6,5275.460308,1972.159678,1900.412575
Slc15a4,9430.747936,25191.4892,22587.6542
Hrh4,375.2433379,358.2544925,329.6349775
Usp13,275.3576471,292.3697439,248.2879043
1110008L16Rik,328.506777,293.4839518,313.6470614
1700061I17Rik,264.2015533,213.632362,201.952687
ERCC-00012_90,235.5961919,257.5246222,255.776809
Shisa2,374.4435476,252.6118309,253.082283
BB157357,249.4442882,211.341277,215.5887443
V1rl1,564.7858309,576.459168,570.4193855
Fndc3a,446.1357415,327.9802068,327.2979341
A830039N20Rik,694.1236536,708.3784625,780.0241991
Arfgef1,757.7285488,816.2016423,931.4155084
0,8299.795705,6463.225717,6625.47952
Asb1,889.2737074,2121.485773,1975.007688
0,228.5672767,212.0221964,213.1145861
Ino80b,2323.081033,3688.275896,3420.454083
0,616.1627936,1310.692689,1414.19144
0,224.49322,207.7929393,220.1139207
Cyth3,1792.405846,837.890975,1039.016336
LOC100041844,223.6500145,214.1343275,207.2609016
Zscan22,256.32357,272.8723648,264.6535605
Lsm11,280.2382912,229.1642782,273.6919182
Slc19a1,2566.067662,473.8911236,513.2860966
Gm5122,239.9740152,234.262923,237.7425048
Ermap,223.8420803,204.4050377,220.9752877
Gcsh,246.3292961,230.1266745,229.0554034
Ccdc90b,981.6492479,795.9019427,467.4979386
Hmgn3,2533.153373,1215.575227,1219.448165
Fyttd1,254.1930185,244.3457461,239.9523084
Erbb3,236.2359939,492.9361289,762.3960145
Psmb2,688.2456688,923.8944034,916.6550586
Wasf3,361.8809958,478.5015455,327.3031123
9330151L19Rik,719.9974235,945.4973619,881.5608293
(+)E1A_r60_a104,215.0686681,217.2691812,217.1656915
Gm3734,224.5914124,231.50196,262.7068277
Adnp,775.1183552,447.4261911,571.1571105
LOC100045195,2438.663296,216.9695559,226.5886561
Cox6b2,1053.261822,611.6060659,499.4413457
Creb3l1,2742.937036,446.7630616,348.0525982
2410127L17Rik,3109.199308,1238.199271,1100.13577
4933412E24Rik,225.1305652,215.8134089,241.3844557
Gm5592,201.7436258,207.2136052,218.0188295
Cdc37l1,2478.687635,9612.533359,11016.98163
Ttc5,1414.424756,1335.687638,1065.755337
D5Ertd577e,247.0245361,235.5374041,264.0148943
Olfr545,232.2335941,217.6846023,203.7847077
3110009F21Rik,349.6713867,222.567843,237.9117757
Cdca8,334.1459203,241.240868,236.6266984
BC049349,310.8290445,279.9243047,348.5273318
LOC100048289,294.2920012,293.2490884,281.492392
Ppm1l,6626.282091,3400.154145,3380.934411
0,286.6059358,438.6428936,454.368752
Haus6,306.0365594,341.295883,474.7434511
Gpr116,266.362517,241.2194348,248.3189564
0,223.5296682,198.9576059,220.9834291
4933433G08Rik,205.7376667,206.7774239,224.424277
Esrra,2547.150809,1819.717569,1636.588854
Olfr1321,239.8658855,224.771553,252.1097066
1700026J12Rik,218.0140915,217.131215,220.4667144
Srgn,774.6183339,333.4721507,361.3585834
0,611.2081412,255.9603236,261.9476434
Emp1,3727.947347,347.9117223,252.1706609
Tollip,386.9236212,632.2640082,690.3421605
Jag1,622.4981233,285.1907575,247.6681082
Ttc35,795.9952358,1081.628182,811.9307364
Mtrf1,371.7667921,463.3996475,463.9780736
Brd2,423.6131633,457.0133698,564.6679461
Nbea,279.0069976,673.7789075,656.476395
Zfyve16,378.8676085,708.0143411,548.1372686
0,1968.182007,1433.260662,1181.908535
Mme,257.2879582,253.9503707,207.4593541
Gm9631,416.3406445,458.7671114,438.2511561
Nhlrc1,618.2858148,1749.058952,1731.04304
Slc2a8,4979.235895,7219.844523,5601.162377
LOC100045054,619.3818103,788.2502541,854.5311877
0,251.2146406,323.8172518,212.7986761
0,14160.17717,6697.2874,7177.722711
Nr5a2,204.7180024,370.6206195,226.2927814
2610109H07Rik,258.9243303,433.8596548,216.4236502
Gm9565,229.75463,418.4618827,235.4186991
LOC546078,5766.37655,6597.805261,5857.02024
Olfr1161,213.1300724,503.7352907,206.988832
Spen,3755.249811,3639.644249,3380.099481
Defa-rs12,232.7376367,554.6452507,257.7527036
4932415M13Rik,213.3185639,524.3258243,211.7394711
Pcmtd1,1211.533118,1560.275485,1815.955892
Syt7,244.4020633,438.3656036,215.5574632
Cbx2,317.3294239,509.9703082,339.8184539
Vamp4,447.456783,563.3549516,643.308618
0,2462.237639,2509.111186,2878.333725
0,229.5447173,223.4526352,201.3039636
Lrrtm1,934.5411603,276.5887734,230.4128536
Ccl2,449.5328796,260.947203,250.6807806
Pde8b,797.7173585,259.4743977,237.2720941
1700080E11Rik,249.2585891,219.0066032,233.6131773
Uso1,1700.072134,2019.216919,1880.513299
Gm8140,226.7972742,232.4997843,206.5190839
Lax1,228.7097184,211.9078675,212.6529093
Vmn2r83,213.3754158,205.3161141,210.7960632
Fasl,237.213897,204.605467,205.8658309
Rps3,26477.67575,18952.7282,23449.55994
Ypel2,249.4666933,2054.574759,2014.039617
Grik5,3168.355892,1238.345181,1191.883041
Ankrd61,257.9541733,269.1225577,267.6620339
Gm6685,234.8655827,239.2907168,262.9699441
Cyp2d34,197.8561327,199.4957123,200.5463532
Abca17,223.4277327,218.4721693,217.3282082
Usp16,4989.327197,4354.2062,3728.160473
Impdh2,6817.107903,3700.489748,3777.937626
E2f7,292.1800609,295.3406023,313.6820795
0,260.7739009,242.70354,231.3252984
4930403O15Rik,232.152857,197.34895,183.9292848
Gm10169,2062.388589,3282.690202,2656.925665
Rps26,51210.04436,30923.7488,27458.55031
Srcin1,207.8788624,274.3398989,278.9747852
Krtap16-8,220.0863689,210.5688553,207.5018288
Aurkc,198.8530073,212.1287923,195.9630461
2310050C09Rik,204.8993173,216.2376998,199.8942275
(+)E1A_r60_a107,233.968381,247.1349334,256.2548074
Ehd1,607.8906009,820.2311618,916.6643273
Gm6115,640.0236197,744.6138863,923.8513014
Gm2470,197.7692185,242.6990351,190.3256234
V1re5,219.3967179,375.1280434,201.5956984
Slc5a3,460.3488415,1504.405085,3158.921219
Mnx1,302.0819264,204.3013202,197.9564
Gucy2e,185.4684921,192.0708245,211.8836573
Wisp1,258.3450945,215.4675964,193.683817
Map3k5,226.5835461,231.3481882,216.4896545
Fgfr2,273.1642576,812.7865812,857.491529
Dnase1l3,192.6622144,216.236425,200.7745175
Vipr1,192.7441439,227.6369125,223.2292125
Gdap2,258.1349176,260.3043245,261.724152
Egf,257.1623925,265.741382,269.3160288
Slco4a1,1692.541788,1464.277375,218.0627366
1700110I01Rik,257.9784806,292.1250936,253.4829023
Aldoa,30622.78452,50520.06204,55266.91493
2210012G02Rik,198.1421888,286.1482166,244.180198
Smc5,196.0036785,237.1368809,230.8243973
Vps13b,485.2816412,814.6836291,676.0523291
LOC100045013,171.8095039,182.3504116,180.2029286
Itgb3,182.32215,215.0039609,216.2654536
Map2k5,4530.513568,4605.598833,3890.39469
Prpf19,540.241034,558.4189137,809.6646688
Itpr3,1531.675877,1022.949132,1018.827527
6330578E17Rik,401.2281864,361.9785261,491.6061884
E130110O22Rik,232.6246906,304.0766141,283.946063
Tmem184a,269.0503044,307.8186043,389.5928875
Card6,901.817897,1205.958884,909.3509293
AA414992,188.2390636,190.3623759,234.2811548
Rpl6,203.9045839,246.2517352,263.3128127
Ttll3,280.7462661,295.5222484,260.0663223
Gm2721,192.2695452,205.4063641,200.5399682
Cidec,183.5542358,287.6851445,209.638482
Olfr203,185.966887,259.3490718,199.3897391
Clic4,5315.878084,25483.29797,19524.36375
0,233.3775773,390.2284605,423.3171686
Loh12cr1,210.1391336,279.2953434,362.579078
4930545L23Rik,182.2307579,194.3690011,209.7009993
LOC100048649,233.2483215,248.0386114,276.6073034
Kcnv2,201.9055127,202.0927091,211.0819814
Pkd1,3219.027488,2623.063449,2579.876493
Gm6905,2959.021413,1499.176739,1754.69798
Slc7a8,435.2604987,239.421424,242.5235045
0,278.3293709,478.731893,461.490668
Tnfrsf9,3276.107961,1490.598171,1402.617014
Myog,210.0527582,205.2075368,209.2430414
Cspg5,40321.55074,1486.601535,901.9421527
Olfr692,188.5888627,214.083715,205.9601016
Tmprss7,238.1038573,217.5699438,216.7093482
Ap1s1,11029.15393,6923.642014,6452.277673
Myh14,1274.201231,18233.74834,14165.22904
LOC100045282,225.9963567,441.673922,222.5606459
Zfp169,385.6271543,535.7101668,608.1353575
Best3,211.3640415,188.4214948,206.7665182
E130309F12Rik,661.9604127,195.4986098,204.4114641
0,418.5032348,347.3623643,353.1345677
0,1001.788152,657.1027695,664.8504361
Gm2220,208.2125836,203.1459239,199.1024341
Faf1,208.563257,225.5928905,230.9642659
1700039O17Rik,225.9480473,225.5181689,218.9404607
0,233.5087436,199.9097209,215.6541091
Gm2233,294.2925742,217.6789682,212.8585793
Cep55,241.8957303,221.9696418,203.8194081
Npy6r,204.9208776,214.2444045,208.2923168
Ttc13,9510.744067,3619.962272,3150.710405
Hcn1,258.7750464,210.3513839,213.3123436
Zfp39,276.5297976,248.5567761,286.4535589
2810416G20Rik,1334.182988,537.7756848,478.3677075
0,252.9085115,219.870113,202.1613632
0,1798.486487,338.7474486,333.9658948
C130009A20Rik,407.3935109,292.1431482,253.1831493
0,373.7187433,364.0277364,385.9791423
0,229.5488321,212.6442486,224.287472
0,228.4423127,221.6879889,215.5272007
Gm3876,265.5406561,233.3432973,272.5294361
2700007P21Rik,437.5809861,440.0235685,494.7368089
N6amt2,1344.686264,1039.5322,956.6707564
Ska2l,262.8474498,259.7252123,266.4344448
Eif2ak1,323.7224594,528.6557507,560.4436107
Slc46a2,253.4055479,254.8566823,231.0264027
Hunk,1555.168822,1128.27671,905.4809732
0,280.8278385,225.7782055,253.8388248
Ppp2r3d,367.4755012,434.599118,616.992623
4933409F18Rik,238.9582745,207.3426532,410.358123
Tubgcp3,1502.531543,1436.071537,1298.932894
Arhgap28,641.280603,243.0053936,253.3031005
Adrbk2,564.8407333,290.0799433,272.8122138
0,239.5644836,241.4347409,240.5042345
Stk35,289.0016764,228.5684986,236.0405689
Trub1,304.3451106,254.2645509,291.0304089
0,319.3205424,273.901887,268.0594493
Gm11545,304.6538515,209.9809298,212.0135439
V1rc30,322.7522688,200.8310584,205.8290366
Mafg,8225.66087,8755.784357,7859.30048
2610209C05Rik,280.5075861,249.2279527,269.052842
Dmkn,324.4154885,238.0030398,232.565185
Kbtbd12,299.9767267,212.1614598,202.9966373
Olfr531,317.6844952,233.8311125,273.4269286
Olfr517,377.6406173,219.837677,213.2211843
Fbrs,414.7075312,441.4801539,420.992412
C77609,284.5229152,205.9704236,224.4110186
Zfpl1,1443.167291,1862.561766,1699.433034
Med21,956.8689155,1343.104365,1373.940092
Mett11d1,431.5089127,455.4648389,337.395557
2900052L18Rik,332.213963,244.6894077,257.6910411
Gpr56,2922.791292,2722.871798,2700.706658
Mif,15385.27384,25406.09266,18846.30054
0,316.4443142,277.8839689,281.1449864
Fam53c,5532.861775,7518.215518,6211.308977
4930445E18Rik,294.8859942,233.9441868,249.6301648
Gper,329.2005642,228.7708389,246.2369398
Olfr1408,287.9260744,218.8525332,216.6873545
Klk1b26,285.0250685,210.143277,212.5272714
Zfp182,313.6584506,341.9832832,266.2861475
Erbb2,292.4089701,248.3808333,256.9887911
0,381.51227,312.063633,296.0729752
BC030336,2706.600009,2809.157352,2766.819233
Igfbp1,274.9614415,205.2226736,234.5556727
Iars2,585.1452206,497.4894414,497.5289625
Rnu7,510.3690797,311.124733,324.2580284
Ncoa3,253.4823264,370.7895691,418.5525509
Pitrm1,2956.393895,1005.050222,821.3938061
Rps6kl1,328.3643973,390.098282,394.1735223
Gm2138,842.57677,474.9388473,485.9730457
Stambp,961.6152476,2985.424727,2759.243711
0,351.3269361,221.6737941,238.1544786
Papd4,2320.692938,1947.253318,2049.178786
Psapl1,247.6035579,242.4126023,305.3514443
Pdxp,269.0666676,237.4146711,247.498727
1100001G20Rik,267.0208933,230.8142126,240.3588269
Rab37,281.6186815,1353.919896,1043.024642
Zfp68,3132.904662,1557.526208,1705.315954
Lyplal1,247.6658944,235.0459989,247.5438535
Slc22a16,230.9045658,211.4985368,208.2857664
Spcs3,1668.002653,872.907083,986.286813
Hdac8,284.7337758,294.9966459,313.2933509
Naa25,880.3201221,533.2237791,549.6851166
Sdr42e1,772.8226876,1791.87962,1651.013569
Ipo5,683.8774985,1115.938045,1233.053032
Echdc2,3406.596597,637.786085,340.3346507
Samd13,238.9132553,217.5543918,240.1682239
Ssxb1,231.7940664,326.3194273,313.1743391
Fam32a,597.0538209,751.9929159,1144.452735
Olfr806,217.7548306,215.6624205,227.554975
Lrrcc1,276.3924033,340.3801307,285.039383
Stx7,1299.626546,2945.741621,2786.145284
LOC632209,211.6444924,793.3139805,1696.984548
AU019823,585.2173148,493.0850961,533.142067
Dlgap1,292.3953103,214.815842,228.628805
RP23-303F24.3,356.5783791,358.0957216,365.3551948
Bcl9,268.4114533,361.7666393,352.890497
