gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes
PSG9,0.067780575,0.1,0.1,0.1
PSIMCT-1,1.1006795,0.49001125,1.293165,0.55746825
PSIP1,22.77561,15.199175,37.429,12.22667833
PSKH1,0.2371825,0.62794025,1.115281333,0.486531167
PSKH2,0.1,0.094529575,0.1,0.1
PSMA1,19.23650675,14.291865,13.026505,12.88096
PSMA2,21.2883375,15.8512325,6.071053333,13.71168833
PSMA3,26.3719775,27.96495,12.98138,23.91435833
PSMA4,19.54967,16.997425,20.10220833,10.30409333
PSMA5,4.2591875,4.48698,2.211101,4.546163333
PSMA6,19.81575925,13.8003425,10.16400333,13.4832125
PSMA7,37.8189725,27.8252,26.04342833,20.06930833
PSMA8,0.1,0.1,0.1,0.1
PSMB1,15.51395,18.287975,16.355295,19.71719083
PSMB10,2.7409315,0.827884,1.956281833,0.895447417
PSMB11,0.087383925,0.1,0.1,0.1
PSMB2,4.62544,5.0804525,5.369623333,3.548985833
PSMB3,6.5233375,9.5488775,7.039916667,7.164471667
PSMB4,32.5887,40.521675,37.62137333,25.62949167
PSMB5,17.748775,21.9652,20.42952167,23.68321667
PSMB6,9.33960525,17.163625,7.20508,12.99772583
PSMB7,27.074775,30.940375,43.58958333,23.43359167
PSMB8,0.95544125,0.373252825,0.334012,0.475009167
PSMB8,0.971712,0.367455325,0.331295667,0.476722167
PSMB8,1.005535,0.369356,0.331295833,0.485077417
PSMB8,1.00041475,0.369409,0.328277833,0.475730583
PSMB8,1.01569425,0.369318,0.330994,0.479268
PSMB8,1.02435475,0.372868575,0.337331667,0.478788917
PSMB8,1.00239425,0.373358575,0.337029833,0.469276083
PSMB8,1.0259635,0.3693175,0.344876667,0.476805083
PSMB9,0.705307,0.54561725,0.1,0.320014333
PSMB9,0.69648675,0.55809025,0.1,0.309529667
PSMB9,0.676726,0.5831815,0.1,0.301297083
PSMB9,0.72755625,0.56243375,0.1,0.316720667
PSMB9,0.72081075,0.5872665,0.1,0.3048245
PSMB9,0.74251525,0.5599295,0.1,0.304663833
PSMB9,0.70073775,0.54275875,0.1,0.28928275
PSMB9,0.71099775,0.5546925,0.1,0.28894375
PSMC1,4.76303075,5.290535,12.13338,4.536039167
PSMC2,24.9880225,15.0273,8.838515,13.18394583
PSMC3,3.147667,4.069085,4.379131667,2.492188917
PSMC3IP,0.1,0.1,5.500966667,0.1
PSMC4,12.6051875,11.1777725,9.889403333,7.191879167
PSMC5,11.67373,21.334775,14.77042167,16.99038667
PSMC6,2.7945575,5.5162475,2.468011667,2.7496625
PSMD1,17.531565,15.8994,11.79969167,18.06228333
PSMD10,11.0678575,17.44125,7.034391667,12.86424667
PSMD11,7.4033375,7.056865,7.669508333,6.91877
PSMD12,11.99511,9.1251975,10.51097833,10.59981
PSMD13,3.8381775,6.396615,5.28395,4.539088333
PSMD14,13.382008,11.242845,14.00131667,11.4381775
PSMD2,9.991785,8.0458325,8.369973333,8.1081225
PSMD3,2.30466,3.0113445,5.767935,2.100075917
PSMD4,5.96182025,8.5695825,7.936943333,7.116229167
PSMD5,5.0596825,3.930655,3.887425,3.128053333
PSMD6,10.87888,13.39845,14.08011833,14.63514333
PSMD7,16.67662,20.6165,20.25375,15.67311667
PSMD8,8.0019725,7.9346325,8.007573333,5.9301425
PSMD9,2.7529575,2.039955,4.511766667,2.288150583
PSME1,31.9455125,28.349475,18.58534833,19.79361
PSME2,14.55881,11.7715625,2.370996667,12.69086417
PSME3,15.0215,11.4779575,10.313775,13.9890825
PSME4,5.3285425,7.4421925,7.914855,3.448103333
PSMF1,9.410915,4.2471975,4.98829,4.111573333
PSMG1,8.5450425,5.216125,4.450401667,5.178539167
PSMG2,16.9711375,11.35444,10.86580667,8.894805
PSMG3,1.8502205,1.1266395,6.041466667,1.188880917
PSMG4,1.593957,1.02220825,0.526265,0.616350833
PSORS1C1,0.099609575,0.1,0.1,0.1
PSORS1C1,0.101001275,0.1,0.1,0.1
PSORS1C1,0.11273145,0.1,0.1,0.1
PSORS1C1,0.118212,0.1,0.1,0.1
PSORS1C1,0.148977,0.1,0.1,0.1
PSORS1C1,0.1544575,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C2,0.1,0.1,0.1,0.1
PSORS1C3,0.1,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSORS1C3,0.07996835,0.1,0.1,0.1
PSPC1,13.31956,14.006125,25.11746667,9.905328333
PSPH,3.0270025,1.9010155,2.41431,2.174845833
PSPN,0.1,0.1,0.1,0.1
PSRC1,6.678118,7.97297,21.88257667,1.40006275
PSTK,0.675248,1.429075,1.2589005,0.693762333
PSTPIP1,0.08689305,0.1394695,0.1,0.103212
PSTPIP2,0.25859815,0.18711525,0.399412833,0.133236917
PTAFR,0.069464275,1.036095,0.08754255,0.198424417
PTAR1,7.6694725,8.488275,5.321271667,16.67912667
PTBP1,2.9532015,2.1905425,13.75455667,1.666036333
PTBP2,2.647565,6.906595,7.709865,4.379158333
PTBP3,4.8399025,3.6266475,4.342638333,2.653121667
PTCD1,0.34614025,0.38876275,0.269028167,0.229997833
PTCD2,1.09257175,2.04868,0.473296,2.210758333
PTCD3,5.674175,7.80455,4.255106667,8.374651667
PTCH1,2.0531975,4.30248,2.873421667,8.810431667
PTCH2,0.067491975,0.0856403,0.31612,0.155786083
PTCHD1,3.248365,1.102679,0.666625667,3.333149167
PTCHD2,0.032376408,0.055179025,1.202473167,0.208715583
PTCHD3,0.1,0.14205725,0.1,0.1
PTCHD4,0.923985143,0.139097,0.3030408,0.119938333
PTCRA,0.1,0.1,0.1,0.1
PTDSS1,4.3554225,5.53647,2.859976167,7.523621667
PTDSS2,0.21330225,0.29113425,0.974352,0.322335833
PTEN,5.2193935,4.3008825,4.619491667,5.713100833
PTENP1,1.26353625,0.67939,1.435808167,0.996555583
PTER,0.26128325,0.118505875,0.120547667,0.305163083
PTF1A,0.1,0.1,0.1,0.1
PTGDR,0.1,0.083128125,0.1,0.1
PTGDR2,0.1,0.10864925,0.1,0.1
PTGDS,27.86028,57.20075,1.223886667,80.52248333
PTGER1,0.1,0.1,0.1,0.1
PTGER2,0.1,0.083009875,0.1,0.1
PTGER3,0.1,0.1,0.162378333,0.1
PTGER4,0.0599313,0.93453975,0.093571217,0.105654667
PTGES,0.090041,0.1,0.1,0.1073645
PTGES2,0.18733045,0.36796175,0.198432333,0.390111333
PTGES3,11.0654625,10.1507875,10.46683167,8.238418333
PTGFR,0.107485,0.1,0.088113583,0.1
PTGFRN,7.234729,2.4913375,7.504386667,2.534259167
PTGIR,0.1,0.1,0.1,0.1
PTGIS,0.06809965,0.0672165,0.639358,0.1
PTGR1,22.8205625,2.0886025,3.18157,7.800210833
PTGR2,4.0631675,5.906275,3.0477745,9.187876667
PTGS1,1.059528275,1.5946805,0.1,0.31614975
PTGS2,3.073954,3.2112895,0.187811167,0.2274785
PTH,0.1,0.1,0.1,0.1
PTH1R,0.074144475,0.093055775,0.1,0.20999225
PTH2,0.1,0.1,0.1,0.1
PTH2R,1.0465025,0.10403525,0.919801667,0.104328917
PTHLH,3.4669193,0.17692525,0.1,0.176578333
PTK2,10.4649025,26.40155,10.68969833,17.70888333
PTK2B,1.895097,0.97520625,1.219179167,0.886958583
PTK6,0.0694273,0.08345915,0.443723333,0.1
PTK7,0.39764925,0.0887098,0.723226833,0.176590833
PTMA,29.84802,111.10095,86.00143333,40.02009167
PTMS,2.2351275,1.0319655,30.03065,1.275609583
PTN,208.155075,129.0913,439.6583333,267.0146667
PTOV1,1.59062375,4.4987135,14.53919167,2.56264725
PTP4A1,23.273405,20.22375,19.20393167,9.840065
PTP4A2,29.6961,48.616875,19.50226,22.37629167
PTP4A3,0.2229256,0.1598215,0.106838667,0.164837917
PTPDC1,0.98714925,5.50827,1.324867833,0.95491025
PTPLA,0.19897925,1.116382,0.098289633,0.2789965
PTPLAD1,53.517575,52.39115,28.800055,101.8489167
PTPLAD2,1.066132325,0.61034325,0.103740833,1.113116583
PTPLB,20.406725,20.08485,4.50419,10.01670833
PTPMT1,4.313607,5.2377375,2.653816667,7.519606667
PTPN1,2.60945075,2.629885,2.06486,1.619525083
PTPN11,16.074575,17.857125,10.269475,17.06229167
PTPN12,41.9623,11.22266,18.05349,8.764616667
PTPN13,7.1823275,7.7777875,7.871346667,10.42839167
PTPN14,2.19736975,0.96633625,1.025366,1.7645175
PTPN18,1.7701795,2.7342375,1.025312833,2.2886475
PTPN2,3.0877475,3.90434,3.597277,2.5350775
PTPN20A,0.0854654,0.069179675,0.102604167,0.260211833
PTPN20A,0.093314475,0.076105525,0.3794325,0.289020083
PTPN20B,0.1,0.07914425,0.1,0.139752667
PTPN20B,0.1,0.1,0.370660667,0.1
PTPN21,3.4604475,2.03570975,3.875411833,1.880251667
PTPN22,0.07972045,0.1724085,0.1,0.103725667
PTPN23,0.3050198,0.5399815,2.505076667,0.475070667
PTPN3,0.568549425,0.10404415,0.361049167,0.102713167
PTPN4,3.4857175,4.39797,7.243838333,5.917666667
PTPN5,0.065532875,0.1746705,0.161646833,0.117532583
PTPN6,0.072526675,0.8774948,0.108592333,0.155705
PTPN7,0.09535235,0.37816875,0.1,0.10271225
PTPN9,5.756395,4.21718,3.26024,6.99141
PTPRA,24.156375,14.164525,10.866865,21.94626667
PTPRB,0.07794675,0.23017325,0.18631045,0.105183
PTPRC,0.167587825,3.02172375,0.088642383,0.683408333
PTPRCAP,0.19961675,0.154469,0.1,0.115162417
PTPRD,7.029175,29.05772,7.021835,3.029238667
PTPRE,5.9287275,7.73147,0.804385833,1.80388225
PTPRF,2.571101,1.91053425,5.537875,2.930249167
PTPRG,3.465405,3.91219,6.316905,9.40779
PTPRH,0.19857925,0.30778325,0.085540383,0.1
PTPRJ,2.924025,4.770565,1.042160667,2.184610833
PTPRK,2.68814,11.0310875,4.700891667,3.1078875
PTPRM,1.03034,3.929875,17.70823333,5.7437225
PTPRN,0.3559805,0.080550425,0.08824105,0.1
PTPRN2,1.832640775,3.16038,2.7424175,2.541709417
PTPRO,0.8712365,1.727223,1.767017,0.145253667
PTPRQ,0.057272208,0.077477428,0.1,0.1
PTPRR,0.216968675,0.089996325,0.1,0.118970167
PTPRS,2.0275625,3.71008,21.8619,3.437589167
PTPRT,0.7353776,0.477282,0.622350167,0.110985083
PTPRU,0.226474275,0.166225,0.140216817,0.1
PTPRVP,0.1,0.084357625,0.235640667,0.1
PTPRZ1,290.54725,171.844525,259.7941667,140.5279417
PTRF,3.5221525,1.07186625,0.7641544,0.205094167
PTRH1,0.13185575,0.1206705,0.664931867,0.121230583
PTRH2,6.849775,9.7463225,7.912256667,3.470798333
PTRHD1,1.3496925,3.8964525,10.12026667,9.2894925
PTS,4.6413475,7.95426,7.6268,2.99347
PTTG1,9.13453,0.69499375,37.82533333,0.422112417
PTTG1IP,33.86365,16.360925,16.56166667,25.42126667
PTTG2,0.19970425,0.22280675,3.848386667,0.182343
PTTG3P,0.20555375,1.676013,3.256158333,0.805615417
PTX3,44.51358323,0.13601035,6.178466667,0.376336833
PTX4,0.1,0.1,0.1,0.1
PUF60,6.4594875,7.0020075,7.341056667,5.7464675
PUM1,8.5888025,10.0245625,15.133355,8.591879167
PUM2,9.8527575,11.447425,16.9602,8.074004167
PURA,3.5366,6.8286725,1.383359667,5.090921667
PURB,6.02318575,5.9121125,3.55421,3.91537
PURG,2.56747225,2.81751,1.804021667,6.612501667
PUS1,0.33995,0.2109135,1.274752167,0.201254667
PUS10,0.9752013,0.82131575,0.430102667,0.924776667
PUS3,1.8327775,1.01244725,1.643548333,0.8631925
PUS7,2.103939,0.73901075,4.350906667,0.625528583
PUS7L,1.6996995,1.160868,2.294035,1.391195667
PUSL1,0.647782175,0.208741,0.92115,0.120880417
PVALB,0.1,0.2275655,0.1,0.138251583
PVR,1.29015925,0.724702,0.969404167,0.618534417
PVRIG,0.1299429,0.11762275,0.125591667,0.10400575
PVRL1,0.287224,5.8312875,2.515516333,0.410576083
PVRL2,1.3080025,0.9638815,2.326518333,2.174361583
PVRL3,20.8627,10.7344275,7.212061667,8.864815
PVRL3-AS1,0.175718475,0.27016895,0.1,0.207028417
PVRL4,0.1,0.086041575,0.1,0.1
PVT1,0.67381675,0.115565,0.243448167,0.12047325
PWP1,8.461796,8.6225425,7.616351667,9.917780833
PWP2,0.24726025,0.856181,0.789145333,0.31631125
PWRN1,0.1,0.148878,0.0966947,0.1
PWRN2,0.1,0.1,0.179480383,0.1
PWWP2A,3.786325,5.61366,4.749001667,2.805755
PWWP2B,0.1,0.090448275,0.087242383,0.100644833
PXDC1,1.0072147,1.0827945,1.900405,0.656883833
PXDN,4.0013525,0.937213,8.396516667,0.157963417
PXDNL,0.19793225,0.063616175,0.095828883,0.1
PXK,6.4691425,40.4999825,4.20177,5.4214225
PXMP2,2.149955,1.9070945,1.171051667,4.248055833
PXMP4,0.89572975,0.77203525,0.29046,1.126215583
PXN,3.5877425,1.40535125,1.16302,1.411178333
PXT1,0.1,0.1,0.1,0.1
PYCARD,0.1137295,0.29605925,0.1,0.1376125
PYCR1,0.65194975,0.20406675,2.833218333,0.355154083
PYCR2,1.849936,2.8302,2.238307167,2.156441667
PYCRL,0.072561125,0.08972325,0.109930833,0.1133385
PYDC1,0.1,0.1,0.1,0.1
PYDC2,0.326845,0.1,0.1,0.1
PYGB,4.334082,2.497025,2.554115,4.176711083
PYGL,9.857003,1.50049675,2.413598333,1.0031875
PYGM,0.781469475,2.3765185,0.736422667,7.556435833
PYGO1,10.679825,8.01787,12.44923667,10.18802667
PYGO2,2.1955025,2.9490325,1.859655667,2.659556667
PYHIN1,0.087049025,0.1,0.1,0.116637417
PYROXD1,0.87831675,1.47625825,1.054176833,1.241370917
PYROXD2,0.757612925,0.76718275,0.233718833,1.308699
PYY,0.1,0.1,0.1,0.114583667
PYY2,0.088359025,0.1,0.1,0.1
PZP,0.087514675,0.282469,0.162849783,0.10068025
QARS,6.0931775,5.632135,9.297306667,7.321873333
QDPR,6.6810375,124.50175,3.21709,19.04604667
QKI,26.2985,49.908,19.86135,33.86640833
QPCT,0.27690015,0.5223755,0.138285667,0.170750833
QPCTL,0.165864475,0.1488531,0.0968652,0.113214083
QPRT,0.931023,0.875314,0.447898333,1.252825333
QRFP,0.1,0.1,0.1,0.1
QRFPR,0.1,0.083680475,0.1,0.1005615
QRICH1,5.31170825,8.431605,15.32931667,6.469218333
QRICH2,0.07899205,0.105152675,0.19991,0.107040583
QRSL1,2.389228,2.5087525,1.550869667,2.169689167
QSER1,7.740535,5.04637,17.71558333,5.370468333
QSOX1,1.28939875,1.65959,0.335470167,0.69940425
QSOX2,0.85716775,0.94338825,3.229054333,0.989137583
QTRT1,0.107088425,0.338893,0.469816167,0.272946083
QTRTD1,1.489231,1.03727875,2.85333,0.674879917
R3HCC1,0.696074,1.59481325,3.300765,1.329715333
R3HDM1,5.73717,3.5967125,7.436706667,3.876613333
R3HDM2,7.6337825,8.10982,10.64017167,5.912058333
R3HDM4,0.91798575,0.805596,1.793654333,0.49059625
R3HDML,0.1,0.1,0.1,0.1
RAB10,26.015675,24.75015,14.36701333,19.632
RAB11A,7.87127225,7.32062,6.154758333,6.646045833
RAB11B,1.22512875,1.02916075,10.89341,0.806796417
RAB11FIP1,0.0500688,0.10399965,0.087626467,0.124470667
RAB11FIP2,3.073755,5.2384375,4.704756667,8.890904167
RAB11FIP3,0.96667375,0.625937,2.055006667,0.47258075
RAB11FIP4,0.0876017,1.2377195,0.46794,1.12628425
RAB11FIP5,0.716877775,0.83403925,1.964611667,1.080090417
RAB12,15.423245,8.9783525,10.01983333,10.82994333
RAB13,16.47904,4.0912675,1.539336667,7.075269167
RAB14,8.0591945,15.41705,5.717398333,10.28195833
RAB15,1.133388,0.39339825,1.109142667,0.68995525
RAB17,0.068388875,0.1,0.093357283,0.1
RAB18,3.95792,5.606835,4.0631175,8.7903075
RAB19,0.1,0.1,0.1,0.1
RAB1A,18.7018475,22.6283,21.92275333,21.41451667
RAB1B,1.53452025,3.49722,5.901173333,3.195465833
RAB20,0.8362,0.838096,0.1717525,0.254128667
RAB21,10.41328,14.668675,7.270856667,9.520070833
RAB22A,8.55571,5.860335,4.56901,6.2217825
RAB23,7.732085,4.34639,1.4424785,4.392073333
RAB24,1.718478,1.524715,1.304911667,2.00058975
RAB25,0.1,0.1,0.534128833,0.101239167
RAB26,0.094425975,0.11472625,0.2283875,0.209162
RAB27A,0.63938375,0.425187,0.6653355,0.559965667
RAB27B,0.35367775,0.1645132,0.216104033,0.153775083
RAB28,5.5331575,7.675395,3.497816667,7.700560833
RAB2A,8.0455675,12.621725,3.47288,9.9461525
RAB2B,8.091195,7.8880875,4.3806,5.022094167
RAB30,4.479695,11.119895,7.29999,13.87485167
RAB31,49.3697,31.836175,7.226193333,40.92988333
RAB32,2.2583275,1.65073425,2.995861667,1.33253225
RAB33A,0.23659825,9.5306935,0.753482833,0.45015875
RAB33B,1.87647125,3.016985,1.553081167,1.161278583
RAB34,4.7921425,9.3132875,4.067913333,21.58398333
RAB35,0.562615825,0.51601125,0.9941935,0.676679667
RAB36,1.74674725,0.3981,2.988883333,1.299052667
RAB37,0.090378175,0.4216743,1.098741717,0.444803833
RAB38,0.27767825,0.16394275,1.57857295,0.109617667
RAB39A,3.426986075,0.941165,3.142696667,0.470058583
RAB39B,2.52736,3.177045,2.2701805,1.799767833
RAB3A,0.4903675,0.78038175,1.011931667,1.45444875
RAB3B,0.097260725,0.056712958,0.516983167,0.102546167
RAB3C,0.132000125,0.5085515,0.175725,0.502351333
RAB3D,1.26728825,0.84348775,0.923183,1.360493583
RAB3GAP1,3.34194575,4.2057675,4.236013333,5.599135
RAB3GAP2,3.9373275,2.7239,8.094578333,4.060944167
RAB3IL1,0.10848375,0.17926845,0.26076,0.110085667
RAB3IP,3.53658175,5.4535025,1.097587,1.372987
RAB40A,0.1,0.11741675,0.3898341,0.1
RAB40AL,0.1,0.0975932,0.158447167,0.1
RAB40B,1.08802775,7.63319,0.162782833,2.49049925
RAB40C,0.3434725,0.261023,1.703009167,0.239887333
RAB41,0.190893,0.22965,0.092860217,0.370916667
RAB42,0.1634978,0.1,0.231320167,0.103080583
RAB43,0.1,0.1,0.262436667,0.1
RAB4A,5.60781,10.154505,4.629655,12.93831833
RAB4B,0.58406225,0.8148625,3.058575,0.754003583
RAB4B-EGLN2,0.1,0.1,0.112872833,0.1
RAB5A,10.3498025,10.231675,5.098773333,11.0693525
RAB5B,15.4202,25.76525,10.9372,22.69695
RAB5C,11.50308,10.26174,9.271491667,17.61439333
RAB6A,49.29475,41.408975,24.43553333,36.29395
RAB6B,3.1140425,3.24974,2.74325,5.939028333
RAB6C,0.577364325,1.7071525,1.0595665,0.277659583
RAB7A,106.06245,87.781275,41.99636667,74.522325
RAB7L1,7.7212575,4.692145,0.233364,6.346929167
RAB8A,3.89307,3.58531,6.776256667,2.572223333
RAB8B,4.26116075,5.94162,7.57728,3.008906667
RAB9A,13.427085,12.3772925,6.687723333,12.1664575
RAB9B,0.69237275,1.11421475,0.389768667,0.713491167
RAB9BP1,0.1,0.1,0.1,0.1
RABAC1,0.19365725,1.367073,1.2579235,1.083609417
RABEP1,5.9053275,8.7542,8.146478333,9.865479167
RABEP2,0.1,0.0932134,0.1,0.1
RABEPK,6.99612,2.61920325,2.800545,3.642906667
RABGAP1,6.4892775,12.7820475,9.876183333,17.62995
RABGAP1L,5.288145,10.573355,5.042056667,5.306439167
RABGEF1,4.7212,4.789915,4.71471,4.036504167
RABGGTA,0.75835575,0.66119875,0.549940833,0.59855525
RABGGTB,12.8480425,22.687,13.31008,18.59841917
RABIF,2.6467225,3.0662825,2.294646667,2.3369125
RABL2A,0.726102,1.13485425,1.4539,1.126972417
RABL2B,0.86248,1.2143325,2.93538,1.532314667
RABL3,9.51404,5.9339675,2.525507167,8.2035875
RABL5,4.19701,2.27337925,5.067528333,3.3920775
RAC1,66.25605,43.206325,34.80961667,33.41645833
RAC2,0.1061105,0.182754,0.096376183,0.1383185
RAC3,0.1,0.1,0.1026335,0.1
RACGAP1,5.995705,5.1661275,13.417445,2.141285
RACGAP1P,0.277738,0.147693,1.614125333,0.185439833
RAD1,2.52767,1.5866125,3.214310333,1.387535333
RAD17,2.26706,2.9056575,1.470973333,2.488853333
RAD18,3.5296,0.7697905,4.467,0.63816425
RAD21,26.0717725,24.565475,33.04878333,25.55354167
RAD21-AS1,0.1,0.1,0.1,0.1
RAD21L1,0.07774845,0.116685,0.1,0.118788667
RAD23A,2.6521025,2.314015,2.204116667,1.617675167
RAD23B,6.4863275,5.51868,6.461868333,4.4143425
RAD50,5.4304925,4.9731675,5.880245,5.280884167
RAD51,0.524957,0.3032215,1.720489833,0.150050333
RAD51AP1,3.0631075,0.13696045,4.685128333,0.241638083
RAD51AP2,0.078412075,0.122239875,0.379523667,0.1
RAD51B,1.037165,1.84751475,2.797335,1.203667417
RAD51C,12.018375,8.6082675,8.733268333,8.876818333
RAD51D,0.1,0.1,0.1,0.1
RAD51L3-RFFL,5.4158825,3.3308875,3.674108333,2.04695
RAD52,1.247028,1.769605,2.104596667,1.698826583
RAD54B,0.68310925,0.7029355,2.303261667,0.9461215
RAD54L,0.16874375,0.1,3.198226667,0.1
RAD54L2,1.869980525,1.73894375,3.179078,1.351202333
RAD9A,0.24697025,0.1500415,2.469046667,0.37475975
RAD9B,0.212811,0.2753085,0.093129933,0.199616333
RADIL,0.062316675,0.086005375,1.376108833,0.111106083
RAE1,2.94430875,2.0726325,3.333516667,1.943458333
RAET1E,0.1,0.1,0.1,0.1
RAET1G,0.1,0.1,0.1,0.1
RAET1K,0.0983877,0.1,0.093141633,0.1
RAET1L,0.081455075,0.1,0.1,0.1
RAF1,10.5678425,8.4324375,14.30242167,5.960340833
RAG1,0.126473825,0.25511325,0.217562833,0.1
RAG2,0.084399025,0.08210935,0.1,0.1
RAI1,0.167979725,0.13672025,1.877297833,0.11809325
RAI14,4.018407,2.833554,19.5094,3.04888
RAI2,0.208844275,0.1888725,0.705602667,0.21333925
RALA,7.0890025,6.019955,5.709105,4.423685
RALB,3.31947525,2.92299,2.505291667,4.50918
RALBP1,4.5368355,3.1138,3.217065,3.621114167
RALGAPA1,3.2704825,3.6988125,3.157303333,3.4361125
RALGAPA2,2.1595675,2.48649,10.40357,4.139950833
RALGAPB,9.2445625,6.088875,4.255175,6.085623333
RALGDS,1.888925,3.955555,2.66585,1.870847417
RALGPS1,1.31198325,4.471675,4.484365,4.2418425
RALGPS2,0.50021425,0.8448585,2.540685667,0.524867583
RALY,0.7962075,1.707049,3.407101667,0.678062333
RALYL,0.46521795,1.7828075,1.336993167,0.189904917
RAMP1,8.3430805,3.5959375,2.093735667,4.699548333
RAMP2,1.806767,0.97612675,4.48515,0.603550583
RAMP3,0.121869675,0.1075855,0.550367333,0.1
RAN,44.2609275,39.23095,49.69518333,33.18874167
RANBP1,3.2713325,2.4194825,4.626321667,2.895929167
RANBP10,1.0606035,0.998427,2.935758333,0.975994917
RANBP17,0.1,0.430831325,1.115129167,0.2943575
RANBP2,6.0427525,10.3085175,12.77483333,6.823920833
RANBP3,0.64639225,0.9718995,3.20241,0.641775917
RANBP3L,13.963839,29.8302675,1.120183,94.34586667
RANBP6,3.494225,3.20737,4.65564,3.636740833
RANBP9,21.3742075,11.4870875,13.38418667,12.43682917
RANGAP1,0.2294941,0.78540975,1.1223115,0.255909917
RANGRF,0.7651875,1.52795575,2.041403833,2.656616667
RAP1A,49.4202725,66.083875,10.711555,22.793605
RAP1B,4.1383,3.548685,2.556891667,3.7201875
RAP1GAP,0.58773475,1.73228125,1.8570035,0.346839417
RAP1GAP2,0.15508835,0.14422625,0.097420167,0.21611225
RAP1GDS1,4.54971,12.89898,2.789291667,7.648979167
RAP2A,11.4079575,13.035225,9.379073333,8.674504167
RAP2B,2.37413,1.85160625,2.869281667,1.071171
RAP2C,5.882195,4.553495,3.427198667,5.36075
RAPGEF1,0.90066925,1.38591625,2.877505,0.967999333
RAPGEF2,5.6073225,12.28055,17.11023333,6.2645075
RAPGEF3,0.24766805,0.78716625,0.101098667,1.461011417
RAPGEF4,1.04885625,4.771285,0.994652833,4.164724917
RAPGEF5,0.56214775,28.5503375,0.243571333,0.880171417
RAPGEF6,3.05877925,10.051665,8.3465,2.647548333
RAPGEFL1,0.3120581,0.516496,0.85174,0.471040167
RAPH1,6.4041825,4.8768175,8.634811667,2.12789
RAPSN,0.1,0.1,0.809505,0.1
RARA,0.97135725,0.46811625,1.745488333,0.178945167
RARB,0.8449905,1.059915,0.668581833,1.492382
RARG,0.22018955,0.1744938,0.58989,0.492748333
RARRES1,1.604879,0.208764075,0.114222167,0.298800833
RARRES2,0.735749,1.78707475,2.54778,1.363628417
RARRES3,7.6141325,6.50199,1.468178833,7.272196667
RARS,7.61992825,3.1448075,7.765816667,5.681484167
RARS2,5.547512,4.255315,5.283608333,3.870954167
RASA1,5.8652175,8.22734,7.247821667,6.451384167
RASA2,3.2097025,2.5268875,3.126176667,1.81043225
RASA3,2.01148975,3.6522425,3.083721,2.187464167
RASA4,0.91848225,0.92317175,2.658996667,1.233865833
RASA4P,0.10150345,0.133453875,2.32213,0.162631
RASAL1,0.081545525,0.73330025,0.097308517,0.1
RASAL2,1.70706825,2.28535,5.638605,1.24041625
RASAL3,0.082485725,0.145190475,0.1,0.1
RASD1,27.3793475,10.611525,4.631881667,8.262653333
RASD2,0.060424425,0.166852825,0.104129333,0.15457125
RASEF,0.783775275,0.1,0.2146964,0.1
RASGEF1A,0.8663395,0.20703615,0.134872667,0.2131615
RASGEF1B,0.40274625,11.4533475,5.343063333,0.477853833
RASGEF1C,0.09843685,0.5199325,0.128325833,0.110499083
RASGRF1,0.3545604,1.270285,0.1438685,0.239200333
RASGRF2,0.1821248,1.88463375,0.22152615,0.303937417
RASGRP1,2.31889275,0.31410525,3.112926667,0.543249833
RASGRP2,0.0931756,0.1628375,0.111570833,0.121053
RASGRP3,1.52153425,12.9096025,0.7489975,0.599866417
RASGRP4,0.083551125,0.45136525,0.1,0.104558417
RASIP1,0.086185075,0.063059375,0.1,0.1
RASL10A,0.3392555,0.5638295,0.1,0.826171583
RASL10B,0.11512845,0.114127325,0.431877833,0.139863333
RASL11A,0.16103415,0.744158,0.151034167,0.362717333
RASL11B,0.44947175,0.849399,0.902135167,0.28088525
RASL12,1.67679725,0.68905175,0.330115267,0.627068333
RASSF1,1.0087415,1.7667425,1.337998333,0.699926083
RASSF10,0.2383773,0.31563475,1.1299055,0.509356167
RASSF2,12.32017,23.8173,7.137201667,4.152563333
RASSF3,0.53490925,1.1894345,0.524136333,0.48406275
RASSF4,12.2280125,13.734945,2.0123455,14.78062583
RASSF5,0.460742175,1.873233,0.09826915,0.430895
RASSF6,0.1,0.1,0.1,0.1
RASSF7,0.802385,0.1,0.103117667,0.1049115
RASSF8,6.609975,5.178335,4.420366667,8.14537
RASSF9,0.2637485,0.472664,0.186795333,0.100042583
RAVER1,0.6275755,0.733194,2.845141667,0.424582917
RAVER2,2.1931175,3.3069775,3.09878,5.9681575
RAX,0.1,0.1,0.1,0.1
RAX2,0.08506785,0.1,0.1,0.1
RB1,10.862845,8.17539,5.393617333,6.247960833
