gene	activatedaOPCs_mean	non_activatedaOPCs_mean
Pmpcb	7144.762525	5941.564757
Gm11744	1030.430975	952.4790705
Zfp706	11949.67488	14715.45605
Znhit6	5347.221571	4758.944967
Slc15a4	35124.23993	54014.45571
Hrh4	1045.569147	1444.283
Usp13	1028.400968	1111.246034
1110008L16Rik	971.6363993	1052.272415
1700061I17Rik	983.6882896	1013.807819
ERCC-00012_90	996.7359432	1013.254809
Shisa2	1438.836084	893.996971
BB157357	1174.436447	973.6662667
V1rl1	1517.592223	1528.304297
Fndc3a	1340.184291	1232.512613
A830039N20Rik	1545.6006	1455.19928
Arfgef1	2108.572545	2958.4483
0	6257.680386	10317.54871
Asb1	4511.50927	4732.731091
0	858.9893948	974.9021643
Ino80b	7162.776979	5683.477876
0	4085.308343	4574.271795
0	778.5665138	947.5050576
Cyth3	2336.005475	1837.874048
LOC100041844	895.2531291	947.8431743
Zscan22	928.6368182	1083.049285
Lsm11	961.4106521	1158.191379
Slc19a1	3383.945125	1932.774248
Gm5122	914.0118921	867.6591502
Ermap	1014.982991	924.1443733
Gcsh	1062.996135	967.1897214
Ccdc90b	2303.849779	2766.116119
Hmgn3	3890.264964	3901.881629
Fyttd1	1021.556743	1063.047565
Erbb3	1052.701798	1344.0029
Psmb2	3202.618889	3494.623814
Wasf3	1028.052598	1127.390364
9330151L19Rik	2769.056736	3033.265479
(+)E1A_r60_a104	948.341965	926.2459086
Gm3734	1083.82967	964.4055548
Adnp	1253.096411	1888.975843
LOC100045195	997.2700757	961.6426302
Cox6b2	1759.632711	1628.97677
Creb3l1	1204.271889	1215.78633
2410127L17Rik	3751.4328	3889.485567
4933412E24Rik	831.7822732	923.3173993
Gm5592	824.5120814	834.3356014
Cdc37l1	12069.38312	29472.38148
Ttc5	4033.583918	3488.011738
D5Ertd577e	862.2140429	948.249501
Olfr545	882.2639582	887.6000157
3110009F21Rik	938.707033	904.247129
Cdca8	944.1556438	1097.082099
BC049349	915.1954068	1040.270209
LOC100048289	1273.432474	910.3572352
Ppm1l	8990.529179	6418.796119
0	1014.264849	1303.60037
Haus6	1028.976556	1398.597688
Gpr116	930.2525032	924.982429
0	818.0450577	867.6152129
4933433G08Rik	819.9124571	791.0982971
Esrra	6268.709986	4792.747271
Olfr1321	1063.745133	885.0785081
1700026J12Rik	1028.002438	915.4982106
Srgn	1453.545528	1273.517794
0	1142.322167	954.5848462
Emp1	8804.654	1174.255038
Tollip	1573.819919	1720.701198
Jag1	1087.010036	1171.929524
Ttc35	2258.267321	3778.572867
Mtrf1	1612.001261	1573.834819
Brd2	2458.635229	1654.910419
Nbea	1447.604432	1719.993233
Zfyve16	1488.186285	3065.826919
0	3007.891982	3718.146395
Mme	970.8303129	754.5103886
Gm9631	1476.553207	1469.690661
Nhlrc1	5466.171511	4956.059157
Slc2a8	13196.67538	16458.23424
LOC100045054	1414.430325	1693.28455
0	991.9055679	1218.573
0	27465.42079	14849.45337
Nr5a2	959.9286736	889.0963886
2610109H07Rik	909.5936811	867.9229686
Gm9565	833.3171239	877.2413024
LOC546078	11458.53417	11898.72971
Olfr1161	979.9615387	978.2895367
Spen	8569.039911	8257.554319
Defa-rs12	995.9534868	1006.490535
4932415M13Rik	928.32975	898.4182412
Pcmtd1	2306.2589	3057.299857
Syt7	1077.716611	1047.605183
Cbx2	1181.055273	1228.819442
Vamp4	1654.684092	2080.613205
0	3384.671589	5711.523348
0	965.4099679	874.0266033
Lrrtm1	1589.989168	990.4235443
Ccl2	1974.856039	1061.913133
Pde8b	1460.332051	927.0208124
1700080E11Rik	1068.7371	935.5565357
Uso1	4577.305268	5750.761514
Gm8140	1499.192123	927.6968105
Lax1	962.2810321	963.194781
Vmn2r83	957.8298102	1056.707105
Fasl	903.3246159	965.9904614
Rps3	57595.66839	41880.20367
Ypel2	2207.208779	7061.154776
Grik5	3404.545264	3283.713557
Ankrd61	1003.820269	1177.437647
Gm6685	1093.583956	1128.191934
Cyp2d34	936.1725671	888.4607669
Abca17	968.3455346	967.6306662
Usp16	11921.44858	14262.13337
Impdh2	10640.55462	9871.25491
E2f7	971.5654804	1016.212444
0	1068.157129	1043.892798
4930403O15Rik	1075.411295	936.3460695
Gm10169	5835.004732	6465.958938
Rps26	65027.85663	44563.3231
Srcin1	1001.521614	1342.383869
Krtap16-8	956.2783257	1022.258133
Aurkc	1156.210125	789.6112071
2310050C09Rik	1018.635282	835.4830919
(+)E1A_r60_a107	997.1848176	1033.306809
Ehd1	2657.828675	3223.354695
Gm6115	1722.528166	2938.389519
Gm2470	929.8047718	837.5050717
V1re5	883.1196993	847.97562
Slc5a3	2252.629517	4599.933064
Mnx1	920.0433195	818.6955033
Gucy2e	1148.943707	859.3021733
Wisp1	1065.917066	894.2647117
Map3k5	1157.21053	1046.995482
Fgfr2	1683.745923	3154.39308
Dnase1l3	892.4267304	903.9743071
Vipr1	933.9287407	880.1696557
Gdap2	1013.417157	1400.155969
Egf	1140.786906	1102.912151
Slco4a1	6584.834836	1999.937414
1700110I01Rik	1065.089288	1220.96002
Aldoa	61970.91334	65522.45571
2210012G02Rik	1176.278034	1171.241724
Smc5	1066.337644	1279.574892
Vps13b	2434.230771	2590.042629
LOC100045013	962.6096993	1037.275818
Itgb3	872.6547114	1006.546879
Map2k5	12218.75351	10971.00498
Prpf19	2318.978823	2259.127158
Itpr3	2487.776504	3151.993921
6330578E17Rik	1746.867013	1218.139459
E130110O22Rik	1345.134078	1179.295442
Tmem184a	1805.809476	1208.146437
Card6	2016.582586	1946.524343
AA414992	1112.845996	993.3866505
Rpl6	1129.453749	1084.408156
Ttll3	1185.454041	1057.977084
Gm2721	1084.752556	830.9070129
Cidec	1354.598054	1060.63566
Olfr203	1032.134949	1014.958358
Clic4	42842.20997	44511.85955
0	1052.739127	1306.470443
Loh12cr1	1282.130409	1313.91649
4930545L23Rik	1194.011578	1194.145222
LOC100048649	1080.865395	1145.208925
Kcnv2	1176.371458	1130.472002
Pkd1	5323.139886	5411.890557
Gm6905	5508.638864	4473.112952
Slc7a8	1220.292269	1019.381454
0	1720.193496	1532.800255
Tnfrsf9	3410.033014	3193.668576
Myog	938.7860657	973.1611172
Cspg5	8830.285239	2527.736395
Olfr692	1019.785695	885.3906498
Tmprss7	916.8144846	955.2470286
Ap1s1	16306.69774	12694.07483
Myh14	12823.42765	33471.99729
LOC100045282	1057.804774	1201.646808
Zfp169	1406.438636	1489.371026
Best3	1120.384658	1032.129287
E130309F12Rik	1091.559486	913.9889798
0	1512.481419	1446.679561
0	2495.72805	2375.721162
Gm2220	1027.847561	774.669536
Faf1	1014.846775	1016.300533
1700039O17Rik	1492.736355	860.3765729
0	1201.415056	859.7553529
Gm2233	1042.141108	915.2594086
Cep55	1031.475893	843.1409076
Npy6r	1013.542654	936.7943543
Ttc13	9676.079889	11844.94578
Hcn1	1072.184291	1062.299438
Zfp39	1245.922177	981.4228414
2810416G20Rik	2093.990046	1682.876586
0	1072.015536	1214.647977
0	2725.777361	1328.189127
C130009A20Rik	1173.938375	1141.103674
0	1387.878326	1412.570874
0	896.9043457	999.2659905
0	1109.741843	912.4002193
Gm3876	1029.146058	1061.488484
2700007P21Rik	2647.131551	1584.230957
N6amt2	2926.770914	2466.316348
Ska2l	1338.60264	1177.6229
Eif2ak1	1532.54227	1749.2506
Slc46a2	1089.329438	946.0062145
Hunk	5316.618279	3214.424138
0	1037.860412	887.8664971
Ppp2r3d	1357.468856	1594.698303
4933409F18Rik	739.2359204	1101.554078
Tubgcp3	4508.338571	4927.643957
Arhgap28	1112.849369	1043.043403
Adrbk2	1061.472171	1028.191108
0	1004.969762	975.2978688
Stk35	977.6803664	1007.069578
Trub1	1006.431586	1116.66481
0	908.6988436	1095.485422
Gm11545	843.5105332	1000.268588
V1rc30	974.4359889	904.9105271
Mafg	27107.12689	26444.32938
2610209C05Rik	977.2029361	890.492381
Dmkn	929.4292813	1149.985674
Kbtbd12	898.3699211	1164.217579
Olfr531	905.9977357	1261.945352
Olfr517	912.0982957	988.2710338
Fbrs	1550.163841	1615.579806
C77609	968.6425864	867.7974543
Zfpl1	4963.141286	4093.439986
Med21	3871.070446	4890.887219
Mett11d1	1726.147322	1682.104814
2900052L18Rik	973.4959443	1001.479445
Gpr56	8773.616382	4194.416971
Mif	26468.96436	30874.33495
0	966.9508554	896.7300281
Fam53c	12283.57136	19290.23167
4930445E18Rik	873.9233818	894.323069
Gper	1054.992989	950.3412588
Olfr1408	920.5938411	885.6749343
Klk1b26	1024.320694	856.1092552
Zfp182	1063.419911	1595.011317
Erbb2	980.2048407	930.9827892
0	1412.831141	1370.018088
BC030336	6682.906857	6265.73959
Igfbp1	1040.807618	923.4550914
Iars2	2064.178263	1982.332057
Rnu7	1441.594679	1080.840786
Ncoa3	1361.340813	1682.760057
Pitrm1	3307.598839	3243.062224
Rps6kl1	1335.310089	1345.526397
Gm2138	1313.096075	1538.603976
Stambp	4452.107361	7628.852952
0	893.5798757	1040.069754
Papd4	5809.785682	6315.127376
Psapl1	985.1491514	974.7957462
Pdxp	1031.506078	3281.603923
1100001G20Rik	943.4407984	989.4068146
Rab37	1529.330738	3209.784333
Zfp68	5299.154125	5305.034671
Lyplal1	1036.855933	1047.306435
Slc22a16	923.6107714	916.0776924
Spcs3	2468.053211	3089.269033
Hdac8	1001.544172	1107.29358
Naa25	2151.089582	1914.281624
Sdr42e1	3278.233032	4915.404576
Ipo5	2228.534568	2331.274129
Echdc2	1948.767559	2038.590348
Samd13	981.9782436	897.6297424
Ssxb1	975.6193246	1465.495744
Fam32a	2739.287154	2757.587776
Olfr806	906.120772	969.0172005
Lrrcc1	1045.377256	1466.861321
Stx7	6040.551429	7299.907057
LOC632209	1838.604075	3150.453948
AU019823	2361.805382	2290.092967
Dlgap1	920.8473293	955.0592014
RP23-303F24.3	1395.995874	1138.581127
Bcl9	1081.585838	1234.389399
(+)E1A_r60_1	964.2903994	938.8693067
Gm6188	970.0341055	899.5239552
Tcl1b3	942.4222618	900.0444964
Olfr713	994.9427896	977.8696487
0	886.2311179	907.9695445
LOC100044265	907.1774125	793.6225067
Fam96b	17019.45836	15303.86365
Clic1	5327.196764	1638.00613
Synm	1110.85564	1932.442843
Olfr591	904.3265254	891.0524862
Slamf7	952.197195	856.8250486
Aprt	6692.054093	2359.374548
Olfr92	985.861529	950.2215434
0	831.132113	926.4853179
Gm5805	61444.28671	43108.64281
4930556M19Rik	1005.197565	844.1505179
4930512J16Rik	957.6482325	898.6547652
Tm7sf3	1215.583778	1060.807997
Ap2m1	37759.75493	32443.76686
0	16483.19982	10479.16518
Syngr2	15155.45507	22624.5369
Nudt2	1761.415321	1997.681276
Ggn	995.1873175	977.1961186
Slc6a12	1029.269035	1032.5912
P2ry4	992.4816596	863.2252517
Dmxl1	973.8852109	985.6922943
Defa26	943.6533286	879.2872069
V1rf5	893.8236536	944.994436
Rnf31	5413.335464	4283.748519
Map1lc3b	24459.51756	28936.72816
4930417G10Rik	971.7622796	1373.52089
Dda1	2143.094686	1832.996833
LOC100045497	896.8506168	863.4347243
Gm9079	7657.390757	8697.707262
Cct7	27466.96071	20018.61595
Cntln	950.5654043	1049.739935
Rfx4	1007.239863	910.4192143
Krt79	1545.678334	1601.724148
Map3k3	1311.125508	1478.450683
Hectd1	1827.268275	1959.920929
Cdcp1	1255.683348	1475.457574
Dbp	4413.325961	3997.706495
Igf1	967.7044625	911.5238538
Fam26d	895.9749104	880.152329
Ube3a	1085.736967	1152.732355
Adamdec1	895.6218298	975.0114219
Metap1	3153.038192	4118.729134
0	1117.510851	1050.68815
Uchl5	3253.109676	3340.412247
Gm6744	1507.165587	900.1180386
Pcdh19	2082.743325	1103.951833
Nacc1	1183.17515	1094.632907
Lepre1	1898.117796	1409.351155
A730009L09Rik	1043.624504	1586.382383
Hoxa11	962.6789648	1013.949295
4933407C03Rik	6275.9008	4129.322176
0	1134.057625	1112.40802
B4galt4	1603.97414	1037.575831
Ceacam16	2569.201416	854.9501329
Rab27a	1223.721583	1260.986097
Trim12	1244.714251	1193.319774
LOC100039029	800.7917314	1030.072862
Tug1	1691.216761	1636.564247
Asb17	947.889446	903.6548144
0	981.5681489	931.3457052
LOC100047306	1377.126175	1389.303676
Napa	3618.776461	4360.149471
0	2531.171114	2426.435557
Gm2982	1013.675194	913.3834229
Slc26a3	1006.052964	826.0722205
Nudt16l1	4045.151432	6414.373014
Figf	1015.564348	1027.558375
B4galt5	865.8096384	1005.292788
Gm13646	1192.586836	947.3284724
BC085271	3329.408754	2899.079814
Tomm40l	2513.362614	2029.562562
Timm8b	30297.33871	22961.07933
0	958.0637636	903.6259952
Mapk11	1006.315804	1065.390008
Dpcr1	793.5722629	845.2158971
Smarcal1	3076.287479	2438.020329
1110005A03Rik	5453.385861	4534.772529
LOC100047210	992.1076054	853.0045238
Sdccag8	1639.70763	1705.119171
Mgat1	22412.06171	16806.69595
Gm3246	897.9651539	945.037651
Cd19	846.4175721	911.8728195
Ifna12	732.5810729	1098.496583
A930038C07Rik	880.2634289	968.4371086
Rab3a	10259.31499	11999.61646
Cdh23	896.1147964	1121.003509
Synj2bp	16297.46771	25989.72717
LOC100045361	1066.899219	914.7095905
Snx13	2423.042914	2573.155781
Sdhd	8645.40865	7341.435595
Rsrc2	5201.346782	6540.993667
0	40815.94368	20566.30571
0	989.3504421	979.1783114
Muc1	911.1210223	1142.721208
Npy2r	1159.469662	934.4547838
Bdp1	2281.729514	2621.433476
Homer1	1790.275272	1126.485305
Med4	1218.608588	1089.4368
0	51381.60421	45485.61514
Ahr	1229.299214	1030.239794
9530009M10Rik	1638.151613	1225.676093
LOC639777	1141.640505	916.3736048
1700067P10Rik	1303.63577	1111.808365
Mpp7	1568.539099	1068.94776
2610301B20Rik	1603.68317	1283.538495
1700016P04Rik	1831.665866	1629.179443
Olfr645	1080.950113	1248.828958
2810449G22Rik	1301.95173	957.2282614
0	1188.703293	1458.325752
Osbpl10	1344.942784	1093.501237
Pitpna	4067.722911	3890.526595
Il28b	1205.374435	985.1435186
0	1307.053441	831.801686
Ajap1	2342.728118	902.2881838
LOC100045515	2847.821179	2163.373452
F830115B05Rik	1195.79672	980.3726052
Gm13180	997.7873891	987.7038571
Slc9a9	1336.990158	1548.890617
Mns1	1155.727505	1057.066144
LOC100046451	897.4069107	909.4744802
1700037H04Rik	1132.299833	1055.397992
Zbtb26	1170.822371	1387.475023
Ubash3a	1013.320617	952.1454619
Emd	7398.093546	4135.195419
Clec4e	964.7103971	1104.685943
E230025N22Rik	1110.698905	895.0344643
0	1353.097655	1034.39364
Olfr60	984.5002796	897.4751076
0	1061.424644	866.323751
Morc2a	3857.640793	3094.714881
Olfr27	916.2520305	865.8382943
Slc7a9	1155.716432	1049.244254
Gm9234	1130.911014	1034.960904
Tmem225	994.5124029	1045.263072
Cmtm5	11139.09097	41590.23248
Klhl22	9684.744996	5966.379929
Pdss2	1089.240977	1218.439892
BC052040	917.7732029	1242.910414
0	945.8494304	998.8939505
Fam70a	906.4060314	1145.927813
Gm5301	1093.619809	950.4571795
Cyp2d22	1118.545176	1035.333885
Pcsk6	7753.222589	13068.50622
0	1186.06403	1073.858551
2900010M23Rik	16232.60571	9359.44721
5430407P10Rik	1121.239484	959.2255195
0	1025.458069	939.5138774
Nr2f2	1268.156344	1048.560429
Hus1b	1197.982258	948.1136329
Exo1	1052.725945	1139.104972
Cacnb2	1064.261252	930.046701
Ptges3	4377.222225	4369.765414
Gabarapl2	22930.84454	29822.12714
Rnpep	3777.7016	4875.54019
Gm6163	892.0684661	1156.474731
Gm2626	1048.008581	1063.272374
Bpgm	9230.303793	16588.19876
Gm5534	13239.70115	10287.00306
D2Bwg1423e	972.3540045	963.9710471
Atp5c1	8808.487589	10959.92943
1700001D01Rik	943.0679457	933.1546581
5430437J10Rik	890.2227687	868.9951357
Osbpl5	6504.038079	7572.210162
Svs3b	897.0439057	1008.999979
En1	990.9426889	1032.648877
Pcnxl3	14129.46937	14727.41256
2610008G14Rik	956.5303675	988.8883467
Olfr1126	944.455163	1144.338135
Thap3	1886.701218	2771.566781
Pcdhb19	927.3938989	1037.693717
0	24495.27925	16252.20907
Snrnp40	1916.130071	1644.335624
4930417M19Rik	889.9450057	1056.069608
1700109H08Rik	1256.433294	1035.466836
Atp5g3	36792.97979	43641.91743
Apold1	1182.390909	1183.271337
Olfr1198	1443.945956	1018.683824
Vegfc	1286.990843	1013.306208
Gm9438	969.1323171	852.61359
0	898.49649	877.2089619
Zbtb41	1193.199122	1197.944971
Ifrd2	3740.75165	2677.481481
0	9224.132532	13546.23244
Zfp59	1063.116953	1373.872358
Gm4790	951.094407	1056.468604
Vmn2r27	966.0257554	938.969615
Rab33b	6046.376311	10478.49836
Pacrg	1199.593295	1054.48598
Cnksr2	1121.736313	1593.321636
Rims2	1218.109229	1148.623503
Dcpp1	1178.494432	921.972824
Gm2715	1158.733654	959.5153433
Gm8482	830.0064957	853.1026914
Serinc3	10731.63844	8607.634033
Casq1	915.6545454	1217.118461
Usp35	980.301103	1273.088158
Ccnb1	1101.991116	1096.265796
1110006E14Rik	887.1835064	1062.265345
1600029D21Rik	1017.647734	958.1229033
Rpp21	2153.949396	2079.352638
D10Ertd755e	999.0087764	899.7736652
Idua	2508.144857	2936.69891
1700029J07Rik	1766.331607	2010.6244
6430704M03Rik	1251.906657	1008.823089
Obox3	949.2505925	859.7214705
Alg14	2253.572485	2732.206094
Itm2c	11076.53506	11443.55292
Hoxd4	969.7394954	957.17359
Eif3f	10185.18943	7384.035367
Fchsd1	2068.811782	1997.227438
Lrrc51	1212.687815	946.2662219
0	906.2907207	1149.441264
Aga	1578.776949	2074.920537
1700080F18Rik	1150.306943	992.7042476
LOC100048152	1049.490089	1051.460335
Ptk2	1002.777555	2029.874462
Tmem5	1235.619991	1807.856981
Olfr1385	990.2157189	1038.511603
3830406C13Rik	1739.741818	2523.865629
Ric3	990.9518943	915.3140295
LOC100045306	7961.2329	6712.296743
Gm4937	993.5423061	830.2951224
Gm4794	970.29152	882.3875943
Ppm1g	2379.911689	2164.358881
0	1023.389996	1221.430017
V1rd15	964.7387579	779.1771881
Papolb	890.6793489	892.9018774
Matr3	3981.449036	3720.407452
Vmn2r71	957.7138429	953.2873067
Olfr954	830.9762146	938.0372571
Gm5547	939.2201243	1316.332921
Gm5211	1602.982632	1562.117833
ERCC-00160_243	954.3480295	936.963721
1700012B09Rik	957.4485582	953.8460731
Snx25	2972.727868	2201.723071
Ube2e1	8082.211686	5942.925143
Prph2	930.1311254	1033.728622
Runx3	840.5619536	876.3555429
Gm12623	2152.299279	1344.699308
Traf3	4102.126518	3164.538519
4930568B11Rik	919.3972021	1014.7462
Gm590	883.268193	965.62434
R3hdm2	5146.628279	6683.590086
BC049265	1074.64388	939.9635462
0	3088.173571	3484.877548
Defb30	908.609862	928.2060231
Rtel1	4204.544796	5792.729724
Rasgef1b	14517.3574	5222.187595
Pck2	982.724591	966.9128596
LOC665276	929.614235	1001.093782
Akr1c21	921.064015	957.162871
Gm4672	895.9418082	906.8085776
0	793.8681054	821.4020743
0	2700.469404	1357.127962
4930535C22Rik	924.2032843	910.6302193
Gm9041	992.4854514	869.9903071
Hcrtr1	1140.979599	950.5185219
Speer8-ps1	6445.708564	20001.13495
5430410E06Rik	972.4717246	1005.610088
Degs2	985.3099508	940.4694779
0	928.2368668	943.487209
5430416O09Rik	918.7732896	857.1661629
Prr8	4686.065007	4300.459905
Rwdd3	979.1476439	1061.993892
Gtpbp6	6275.43705	7055.255138
0	955.5287111	919.2798729
Psmd1	25810.72921	19019.40781
Usp54	3226.724318	10501.59792
4933409K07Rik	1127.958354	1043.900626
Olfr272	849.8979618	873.7237176
BC005705	934.0120879	982.6725486
Gm4578	2348.110814	3649.4199
Yjefn3	2665.273464	1741.654395
Arf6	6678.163389	2767.514729
Cyp2c68	1051.268381	872.2593193
Jhdm1d	1596.819951	1164.151791
Cdk12	1200.558127	1162.263428
Olfr1231	993.5633482	1056.662074
EG545741	14174.04801	16489.87104
Hace1	2208.639804	3861.708505
Kctd9	6382.202336	8154.69799
Grik4	3698.311789	4131.750948
Zfp91	1103.020983	1302.512151
Rcan2	45363.51361	43418.60638
Lcmt2	1086.508183	1499.513809
Pclo	1087.929075	1120.953389
Nol12	8764.503182	5246.136414
Slc25a25	2416.228004	1763.393686
Defa-ps16	961.8452396	917.5866781
Capza1	1132.832198	1182.484086
0	1650.444762	1680.429301
Gm4379	1012.863637	1014.965976
Gm4963	36701.9335	25874.39362
Znhit2	6912.711836	3890.631567
Iars	10211.20158	9600.889362
Toe1	1526.344837	1734.242562
AW742560	6179.2272	2990.265176
Gtf2a1	1661.011907	1575.641917
Nkx2-1	1040.575748	944.7166104
Fam149b	3013.492775	3667.7891
0	899.406777	974.8242529
Psat1	4507.743836	6947.012643
Zfp811	854.8161764	1020.11137
Car3	1058.186081	1120.198037
LOC100047104	936.0129318	772.6424948
Mycbp2	3586.218107	7120.820429
4931406B18Rik	940.6275564	917.8260514
Gns	8848.918125	5773.032781
Gm3513	975.0422523	1003.464596
Lman1l	972.0621382	1244.946795
Btbd11	1952.966021	1130.938515
Pak4	27014.05396	27884.15757
LOC100048366	17487.88932	12784.21585
Lman2	1993.258586	1868.83415
Taf9	6646.04185	4216.107348
AU043392	929.4372643	994.0038967
Mas1	948.3240289	1036.958255
Dmgdh	1092.334642	897.8272538
Gm10653	64233.74048	41455.76414
Hspa13	1240.91325	1173.039723
Hk1	1259.208493	1384.13495
Chpf2	1437.823174	1334.546355
1700065I16Rik	932.200115	822.1451162
Acaa2	3118.734691	1714.827845
4930511J24Rik	1426.629209	869.2751433
Dus3l	7108.173089	8568.306357
F830045P16Rik	1528.82108	963.5004133
Fam78a	1378.405401	1007.665664
0	825.2324657	1020.697306
Gm4505	1076.85846	1007.846099
Fzd9	2011.406814	1081.997838
Fndc7	1144.334262	986.3629829
E530011L22Rik	1147.043095	858.4544071
C1ql4	1085.981323	959.8845381
LOC100046442	1161.566033	988.0466714
0	1059.456456	1137.71724
Ubd	1164.238468	988.271645
Gm5921	31328.05232	18222.52357
Gatad1	3365.582289	3612.275157
LOC100045775	1024.329458	1054.469883
Crisp2	1223.381742	918.6710055
C130021O09Rik	1191.579166	822.7718219
0	1377.112211	1620.071381
Hesx1	1698.325584	955.9670752
0	1601.768146	1600.342052
L3mbtl4	1137.255199	881.9116743
Tmem132b	1259.983965	1237.069501
1700010B08Rik	984.2102668	977.7169581
2410001C21Rik	3818.724954	3357.577129
Gm2014	1186.953046	826.3154752
LOC100048016	956.3974786	840.5725629
5430427M07Rik	1032.465121	945.1505393
Gm14151	1173.224543	1112.16619
Raph1	1744.788661	1506.271894
Gm16476	1794.091668	1755.378271
A530047J11Rik	1108.98635	1232.824541
Osbp	1899.507139	1879.202371
Rras	2876.440814	1884.350752
H13	1208.629861	1283.257377
Elmod1	1142.400814	813.4117557
4632419I22Rik	1006.603828	907.2324848
Tfam	2623.526275	2425.653205
Dpp9	2224.54645	2153.646267
Clec4a4	1368.367116	879.2197498
A030012G06Rik	975.6788771	847.5387843
Ttc25	1419.340856	2219.93141
Ndufb2	23147.13511	21895.59021
Nrgn	1090.806943	1123.069175
Olfr1260	1001.126468	1007.309194
Igsf21	3104.538743	1109.184843
Tmem128	6094.764975	6131.3587
Gm5144	1010.160249	1043.025919
Slc22a23	11209.14654	12950.72317
Nespas	944.3824911	1034.353898
Gm4591	1124.865814	948.4264238
A330050F15Rik	1281.03589	971.334191
Uxs1	1070.078658	1076.975994
Pbsn	1005.911321	1009.789259
Pisd	7060.931196	10662.2832
Gm4297	957.2235118	921.5567971
1700008I05Rik	1010.203799	954.563669
Arpc2	32441.54957	28495.31919
9130016M20Rik	1136.04545	1166.53303
Foxp2	1163.732666	908.9785386
Thoc3	1819.964482	1908.472743
Hecw2	3639.494518	4814.601705
Kars	12134.07865	7920.371024
Ddx17	1120.182979	1604.51863
Klrb1b	904.1608454	1114.065489
Rac2	1103.884065	957.4938989
Pparg	1005.614557	1094.582229
Leprot	16545.32204	26287.61719
Ccdc80	896.4949339	964.5586671
Olfr1469	962.1667341	882.9607145
Gm6602	881.2436911	1569.53905
Ptprj	3069.723786	1889.092786
